model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,price_per_mile
1 series,2017,13700,automatic,20574,diesel,145,70.6,2.0,9,0.6658889860989599
x3,2017,19391,semi-auto,58044,diesel,145,54.3,2.0,9,0.33407415064433876
7 series,2017,38950,semi-auto,7500,petrol,150,35.3,4.4,9,5.193333333333333
m4,2019,46950,semi-auto,4500,petrol,150,32.5,3.0,7,10.433333333333334
1 series,2019,18000,manual,4696,petrol,145,53.3,1.5,7,3.8330494037478706
3 series,2020,29999,semi-auto,9,diesel,145,50.4,2.0,6,3333.222222222222
6 series,2020,33999,semi-auto,11,petrol,145,42.8,2.0,6,3090.818181818182
3 series,2020,25999,manual,4,diesel,145,54.3,2.0,6,6499.75
4 series,2020,39225,semi-auto,10,petrol,145,48.7,2.0,6,3922.5
4 series,2020,48155,semi-auto,10,petrol,145,44.8,2.0,6,4815.5
x4,2019,45000,semi-auto,7815,petrol,145,26.9,3.0,7,5.758157389635317
2 series,2016,17450,semi-auto,31473,diesel,145,55.4,2.0,10,0.5544434912464652
x3,2020,36000,semi-auto,3116,diesel,145,54.3,2.0,6,11.553273427471117
2 series,2020,28000,semi-auto,1501,diesel,145,65.7,2.0,6,18.65423051299134
1 series,2020,27000,semi-auto,1501,diesel,145,51.4,2.0,6,17.98800799467022
m2,2020,46000,semi-auto,1501,petrol,145,29.1,3.0,6,30.646235842771485
x1,2019,29500,semi-auto,6000,diesel,145,60.1,2.0,7,4.916666666666667
x1,2019,23000,manual,1701,petrol,145,51.4,1.5,7,13.52145796590241
x1,2017,19995,semi-auto,20570,diesel,145,55.4,2.0,9,0.9720466699076324
3 series,2019,28000,manual,6899,diesel,145,54.3,2.0,7,4.058559211479925
3 series,2019,29000,semi-auto,8555,petrol,145,40.9,2.0,7,3.389830508474576
x1,2019,25000,semi-auto,8650,diesel,145,60.1,2.0,7,2.8901734104046244
x5,2019,49000,semi-auto,6170,diesel,145,37.7,3.0,7,7.941653160453809
x1,2014,11000,semi-auto,50924,diesel,160,52.3,2.0,12,0.2160081690362108
3 series,2018,19995,semi-auto,21657,diesel,145,62.8,2.0,8,0.9232580689846239
5 series,2019,41070,automatic,10,diesel,145,65.7,2.0,7,4107.0
2 series,2019,33440,automatic,10,diesel,145,64.2,2.0,7,3344.0
4 series,2019,34995,automatic,10,petrol,145,45.6,2.0,7,3499.5
5 series,2019,29888,automatic,14139,diesel,145,55.4,2.0,7,2.1138694391399673
x3,2019,42795,semi-auto,999,diesel,145,48.7,3.0,7,42.83783783783784
x5,2019,51995,semi-auto,11,diesel,145,37.7,3.0,7,4726.818181818182
3 series,2020,27999,semi-auto,6,petrol,145,42.2,2.0,6,4666.5
2 series,2016,13995,semi-auto,42569,diesel,20,68.9,1.5,10,0.32876036552420773
5 series,2018,29995,semi-auto,39000,diesel,150,51.4,3.0,8,0.7691025641025641
x6,2019,55000,semi-auto,2455,diesel,145,34.9,3.0,7,22.403258655804482
1 series,2017,14000,manual,32380,diesel,30,65.7,2.0,9,0.4323656578134651
x1,2019,23000,manual,1571,petrol,145,51.4,1.5,7,14.64035646085296
1 series,2017,14500,manual,13681,diesel,145,65.7,2.0,9,1.0598640450259484
2 series,2015,13000,semi-auto,47555,diesel,30,65.7,2.0,11,0.27336767952896646
5 series,2016,13995,semi-auto,45850,diesel,20,68.9,2.0,10,0.30523446019629225
2 series,2017,15450,manual,20663,petrol,30,55.4,1.5,9,0.7477133039732856
2 series,2020,28950,semi-auto,10,petrol,145,40.9,1.5,6,2895.0
x3,2019,41450,semi-auto,5425,diesel,145,36.7,3.0,7,7.640552995391705
1 series,2019,23500,semi-auto,3000,petrol,145,40.4,1.5,7,7.833333333333333
x3,2019,35564,semi-auto,642,diesel,145,54.3,2.0,7,55.39563862928349
3 series,2018,25450,semi-auto,16735,diesel,145,51.4,3.0,8,1.5207648640573648
x1,2014,10950,semi-auto,52900,diesel,160,52.3,2.0,12,0.20699432892249528
z4,2019,31488,automatic,3644,petrol,145,38.7,2.0,7,8.6410537870472
1 series,2019,16888,automatic,11747,diesel,145,72.4,1.5,7,1.4376436536988166
4 series,2019,33995,automatic,10,diesel,145,60.1,2.0,7,3399.5
4 series,2019,32995,automatic,10,petrol,145,48.7,2.0,7,3299.5
4 series,2019,39995,automatic,10,diesel,145,60.1,2.0,7,3999.5
2 series,2019,22995,manual,10,petrol,145,42.8,1.5,7,2299.5
2 series,2019,26972,manual,10,petrol,145,52.3,1.5,7,2697.2
x5,2019,46490,semi-auto,13015,diesel,145,37.7,3.0,7,3.5720322704571648
3 series,2019,27495,manual,1841,diesel,145,54.3,2.0,7,14.934818033677349
4 series,2019,34995,automatic,10,petrol,145,48.7,2.0,7,3499.5
4 series,2019,39995,automatic,10,diesel,145,50.4,3.0,7,3999.5
1 series,2019,16888,automatic,8503,diesel,145,72.4,1.5,7,1.9861225449841233
x1,2017,16995,manual,19980,diesel,20,68.9,2.0,9,0.8506006006006006
1 series,2016,18995,semi-auto,24075,petrol,235,37.7,3.0,10,0.7889927310488059
1 series,2017,13995,semi-auto,42430,diesel,145,70.6,2.0,9,0.32983737921282114
x3,2019,36990,semi-auto,5527,diesel,145,48.7,3.0,7,6.692599963814004
3 series,2014,13995,semi-auto,67319,diesel,30,62.8,2.0,12,0.2078907886332239
x3,2019,36990,semi-auto,5104,diesel,145,54.3,2.0,7,7.247257053291536
x2,2019,27990,semi-auto,8592,diesel,145,58.9,2.0,7,3.25768156424581
3 series,2019,39995,automatic,999,petrol,145,34.9,3.0,7,40.03503503503504
x1,2020,21999,manual,18,petrol,145,51.4,1.5,6,1222.1666666666667
1 series,2019,23295,semi-auto,4694,diesel,150,57.7,1.5,7,4.962718363868769
x5,2016,28995,automatic,46085,diesel,200,47.1,3.0,10,0.6291635022241511
3 series,2013,12995,manual,37333,diesel,150,55.4,2.0,13,0.3480834650309378
1 series,2016,13995,semi-auto,41397,diesel,30,65.7,2.0,10,0.33806797594028554
m2,2020,42999,semi-auto,15,petrol,150,29.1,3.0,6,2866.6
4 series,2018,20995,semi-auto,14972,petrol,150,45.6,2.0,8,1.4022842639593909
4 series,2019,25488,automatic,5627,petrol,145,45.6,2.0,7,4.52958947929625
m4,2019,47995,automatic,999,petrol,145,34.0,3.0,7,48.04304304304304
3 series,2019,34995,automatic,5873,diesel,145,50.4,2.0,7,5.958624212497871
4 series,2019,29995,automatic,999,diesel,145,53.3,3.0,7,30.025025025025027
m2,2019,46995,automatic,999,petrol,145,29.1,3.0,7,47.04204204204204
1 series,2019,27888,automatic,999,diesel,145,51.4,2.0,7,27.915915915915917
4 series,2019,30450,automatic,10638,petrol,145,39.2,3.0,7,2.862380146644106
x5,2019,44888,automatic,12082,diesel,145,37.7,3.0,7,3.715278927329912
3 series,2019,33995,semi-auto,7974,hybrid,135,8.8,2.0,7,4.263230499122147
3 series,2016,19495,semi-auto,29125,diesel,150,56.5,3.0,10,0.6693562231759657
3 series,2019,31995,automatic,999,petrol,145,42.2,2.0,7,32.027027027027025
x3,2017,18995,semi-auto,60000,diesel,150,54.3,2.0,9,0.3165833333333333
1 series,2017,19995,manual,26574,petrol,150,46.3,2.0,9,0.7524271844660194
3 series,2015,16995,semi-auto,67000,diesel,200,49.6,3.0,11,0.25365671641791043
1 series,2017,23000,semi-auto,13783,petrol,150,39.8,3.0,9,1.6687223391134005
4 series,2019,34590,automatic,999,petrol,145,45.6,2.0,7,34.62462462462462
1 series,2019,19888,manual,999,diesel,145,72.4,1.5,7,19.90790790790791
3 series,2016,18888,automatic,17749,diesel,145,56.5,3.0,10,1.0641726294439124
1 series,2017,15995,manual,15992,diesel,30,65.7,2.0,9,1.0001875937968985
5 series,2020,40995,semi-auto,2712,hybrid,145,55.4,2.0,6,15.116150442477876
2 series,2019,22995,manual,999,petrol,145,42.2,1.5,7,23.01801801801802
x1,2019,27995,automatic,999,petrol,145,35.3,2.0,7,28.023023023023022
3 series,2019,30888,manual,999,diesel,145,54.3,2.0,7,30.91891891891892
5 series,2019,30995,automatic,999,diesel,145,65.7,2.0,7,31.026026026026027
3 series,2019,33888,automatic,999,diesel,145,50.4,2.0,7,33.92192192192192
4 series,2019,39891,automatic,5806,diesel,145,51.4,3.0,7,6.870651050637272
1 series,2019,26991,manual,3250,petrol,145,41.5,1.5,7,8.304923076923076
5 series,2019,31780,semi-auto,13384,diesel,145,60.1,3.0,7,2.3744769874476988
3 series,2019,30761,semi-auto,3465,diesel,150,52.3,2.0,7,8.877633477633477
z4,2014,3076,manual,31074,petrol,205,41.5,2.0,12,0.0989895089142048
2 series,2019,19350,automatic,10500,diesel,145,51.4,2.0,7,1.8428571428571427
x3,2018,29222,semi-auto,9406,diesel,145,54.3,2.0,8,3.10674037848182
3 series,2019,29754,semi-auto,8853,diesel,145,52.3,2.0,7,3.3608946119959335
x5,2019,47990,semi-auto,7275,diesel,145,37.7,3.0,7,6.596563573883161
1 series,2017,21712,automatic,25500,petrol,145,39.8,3.0,9,0.8514509803921568
2 series,2019,23113,semi-auto,8039,petrol,145,47.9,2.0,7,2.8751088443836297
1 series,2017,13831,manual,20112,petrol,150,53.3,1.5,9,0.6876988862370724
1 series,2017,20081,semi-auto,32000,petrol,200,39.8,3.0,9,0.62753125
1 series,2017,14995,manual,16366,diesel,150,65.7,2.0,9,0.9162287669558842
3 series,2019,21995,semi-auto,18000,diesel,145,62.8,2.0,7,1.2219444444444445
3 series,2020,38555,semi-auto,11,petrol,145,34.9,3.0,6,3505.0
x3,2019,35495,semi-auto,6156,diesel,145,48.7,3.0,7,5.76591942820013
3 series,2020,41555,semi-auto,9,petrol,145,33.6,3.0,6,4617.222222222223
x5,2019,46982,semi-auto,9820,diesel,145,37.7,3.0,7,4.784317718940937
2 series,2020,36771,semi-auto,485,petrol,145,36.2,2.0,6,75.81649484536082
4 series,2014,14941,semi-auto,49460,petrol,165,44.1,2.0,12,0.3020824909017388
3 series,2014,12331,semi-auto,41000,diesel,30,62.8,2.0,12,0.3007560975609756
x1,2019,25680,automatic,1768,diesel,145,65.7,2.0,7,14.524886877828054
z4,2019,31600,automatic,2200,petrol,145,37.2,2.0,7,14.363636363636363
x1,2017,17861,semi-auto,20932,diesel,30,65.7,2.0,9,0.8532868335562774
2 series,2018,16932,semi-auto,16132,diesel,150,64.2,2.0,8,1.0495908752789487
x3,2019,34454,semi-auto,10032,diesel,145,54.3,2.0,7,3.4344098883572567
1 series,2019,31791,semi-auto,6000,petrol,150,34.5,2.0,7,5.2985
2 series,2018,24461,semi-auto,5190,petrol,150,32.5,3.0,8,4.713102119460501
x2,2019,36981,semi-auto,7197,petrol,150,34.0,2.0,7,5.138390996248437
5 series,2019,28370,semi-auto,6251,petrol,145,50.4,2.0,7,4.538473844184931
3 series,2019,32050,automatic,4700,diesel,145,52.3,2.0,7,6.819148936170213
1 series,2019,30900,automatic,5345,petrol,145,34.5,2.0,7,5.78110383536015
3 series,2019,41490,automatic,4830,diesel,145,43.5,3.0,7,8.590062111801242
x3,2019,56322,semi-auto,4620,petrol,145,24.8,3.0,7,12.190909090909091
m4,2019,49010,automatic,837,petrol,145,34.0,3.0,7,58.55436081242533
3 series,2020,38991,semi-auto,132,diesel,145,52.3,2.0,6,295.3863636363636
x1,2020,36991,semi-auto,800,diesel,145,60.1,2.0,6,46.23875
6 series,2020,44991,semi-auto,123,diesel,145,42.2,2.0,6,365.780487804878
3 series,2015,13960,automatic,33330,diesel,125,60.1,2.0,11,0.41884188418841883
x3,2017,19950,automatic,49100,diesel,145,54.3,2.0,9,0.4063136456211813
1 series,2017,13720,manual,9617,petrol,150,53.3,1.5,9,1.4266403244254966
x2,2020,39991,semi-auto,700,petrol,145,34.0,2.0,6,57.13
6 series,2017,32023,semi-auto,3546,diesel,145,48.7,3.0,9,9.0307388606881
5 series,2018,36162,semi-auto,9270,petrol,145,39.2,3.0,8,3.9009708737864077
x1,2019,26020,automatic,3197,diesel,145,65.7,2.0,7,8.138880200187677
4 series,2019,29920,semi-auto,5732,diesel,145,60.1,2.0,7,5.2198185624563855
4 series,2019,27970,semi-auto,7383,petrol,145,48.7,2.0,7,3.788432886360558
1 series,2015,11295,automatic,27054,diesel,20,72.4,1.5,11,0.4174983366600133
x5,2017,40162,automatic,10914,diesel,145,42.8,3.0,9,3.6798607293384644
x1,2018,22512,semi-auto,14100,diesel,145,60.1,2.0,8,1.596595744680851
z4,2020,39991,semi-auto,202,petrol,145,37.2,2.0,6,197.97524752475246
x2,2019,23633,manual,8100,diesel,145,53.3,2.0,7,2.9176543209876544
2 series,2019,23872,semi-auto,1105,diesel,145,52.3,2.0,7,21.603619909502264
2 series,2019,23242,manual,10,petrol,145,52.3,1.5,7,2324.2
2 series,2019,22753,semi-auto,8020,diesel,145,65.7,2.0,7,2.8370324189526186
2 series,2019,23722,semi-auto,123,diesel,145,49.6,2.0,7,192.8617886178862
3 series,2019,29822,semi-auto,1020,diesel,145,52.3,2.0,7,29.237254901960785
1 series,2019,29450,semi-auto,3743,petrol,145,34.5,2.0,7,7.868020304568528
1 series,2019,20172,semi-auto,5500,petrol,145,54.3,1.5,7,3.6676363636363636
3 series,2013,14671,semi-auto,27604,petrol,200,43.5,2.0,13,0.53148094479061
2 series,2017,18490,semi-auto,14440,diesel,145,64.2,2.0,9,1.2804709141274238
x3,2019,32950,semi-auto,4953,petrol,145,30.4,2.0,7,6.652533817888148
3 series,2016,15290,semi-auto,42328,diesel,30,62.8,2.0,10,0.3612266112266112
x3,2016,15495,manual,60813,diesel,160,52.3,2.0,10,0.2547974939568842
x1,2016,17450,automatic,43475,diesel,125,57.6,2.0,10,0.4013801035077631
x1,2017,18995,semi-auto,26249,petrol,160,44.8,2.0,9,0.723646615109147
1 series,2018,15495,manual,7950,petrol,145,37.7,1.5,8,1.9490566037735848
4 series,2017,19995,semi-auto,21888,diesel,145,55.4,3.0,9,0.9135142543859649
x1,2017,19495,semi-auto,23397,diesel,125,57.6,2.0,9,0.8332264820276104
x1,2016,18995,semi-auto,17604,diesel,125,60.1,2.0,10,1.0790161326971144
2 series,2016,14995,semi-auto,56010,diesel,125,57.6,2.0,10,0.267720049991073
3 series,2019,21991,semi-auto,12245,petrol,145,47.9,2.0,7,1.795916700694161
1 series,2017,14650,manual,12616,diesel,30,65.7,2.0,9,1.1612238427393786
x1,2017,19540,automatic,34240,diesel,125,57.6,2.0,9,0.570677570093458
2 series,2016,16110,semi-auto,28280,petrol,125,53.3,1.5,10,0.5696605374823197
3 series,2016,14504,manual,35210,diesel,30,64.2,2.0,10,0.41192842942345925
3 series,2016,13987,manual,22030,petrol,150,49.6,1.5,10,0.6349069450748979
3 series,2016,17640,semi-auto,28590,diesel,145,56.5,3.0,10,0.6169989506820567
5 series,2017,22490,semi-auto,36549,diesel,30,65.7,2.0,9,0.6153383129497387
x3,2016,19990,semi-auto,34325,diesel,145,54.3,2.0,10,0.5823743627093955
5 series,2017,21790,automatic,27744,diesel,145,60.1,2.0,9,0.7853950403690888
x5,2019,52990,automatic,10,diesel,145,37.7,3.0,7,5299.0
2 series,2019,19490,automatic,5809,diesel,145,51.4,2.0,7,3.3551385780685146
1 series,2019,22890,semi-auto,1581,diesel,145,74.3,2.0,7,14.478178368121442
1 series,2019,21990,semi-auto,1540,diesel,145,78.5,1.5,7,14.279220779220779
x2,2020,31990,semi-auto,5,petrol,145,39.8,2.0,6,6398.0
2 series,2016,12950,manual,36633,diesel,20,74.3,1.5,10,0.35350640133213224
x2,2018,25490,semi-auto,10597,diesel,145,58.9,2.0,8,2.405397754081344
4 series,2019,24888,manual,8129,petrol,145,46.3,2.0,7,3.061631196949194
x4,2020,46995,semi-auto,999,diesel,145,37.2,3.0,6,47.04204204204204
x5,2018,34995,automatic,26107,hybrid,135,85.6,2.0,8,1.3404450913548092
2 series,2016,16990,semi-auto,27589,diesel,30,62.8,2.0,10,0.615825147703795
3 series,2019,31990,automatic,9850,diesel,145,52.3,2.0,7,3.2477157360406093
3 series,2019,34990,automatic,7250,diesel,145,49.6,2.0,7,4.826206896551724
2 series,2019,25950,automatic,5000,diesel,145,48.7,2.0,7,5.19
3 series,2019,31995,automatic,7693,diesel,145,52.3,2.0,7,4.1589756921877035
x1,2016,14995,manual,30000,diesel,20,68.9,2.0,10,0.49983333333333335
x1,2019,28383,manual,999,diesel,145,68.9,2.0,7,28.41141141141141
x6,2019,42888,automatic,10231,diesel,145,44.8,3.0,7,4.191965594761021
4 series,2019,30888,automatic,3309,diesel,145,60.1,2.0,7,9.334542157751587
1 series,2018,22995,semi-auto,12537,petrol,145,39.8,3.0,8,1.8341708542713568
z4,2019,43995,automatic,4401,petrol,145,33.2,3.0,7,9.996591683708248
5 series,2014,14790,semi-auto,40715,diesel,30,62.8,2.0,12,0.36325678496868474
3 series,2017,15790,manual,35238,diesel,30,64.2,2.0,9,0.44809580566433965
x1,2017,19490,automatic,19090,diesel,145,65.7,2.0,9,1.0209533787323206
2 series,2017,21890,semi-auto,25223,petrol,200,39.8,3.0,9,0.8678587003924989
7 series,2017,33990,semi-auto,28998,petrol,300,35.3,4.4,9,1.1721498034347195
3 series,2019,29890,automatic,5211,diesel,145,52.3,2.0,7,5.735943197083094
3 series,2019,31990,automatic,5,petrol,145,42.2,2.0,7,6398.0
2 series,2020,28995,semi-auto,5,diesel,145,67.3,2.0,6,5799.0
5 series,2017,22490,semi-auto,26002,diesel,145,68.9,2.0,9,0.864933466656411
2 series,2020,28490,semi-auto,5,petrol,145,50.4,2.0,6,5698.0
1 series,2020,32990,semi-auto,6870,diesel,145,48.7,2.0,6,4.802037845705968
x1,2020,28990,semi-auto,1981,petrol,145,46.3,1.5,6,14.634023220595658
4 series,2019,31990,automatic,7800,petrol,145,44.8,2.0,7,4.101282051282051
2 series,2019,29990,automatic,6300,hybrid,135,113.0,1.5,7,4.76031746031746
x2,2019,34490,automatic,5730,petrol,145,34.0,2.0,7,6.019197207678883
x1,2017,19990,semi-auto,32000,diesel,125,57.6,2.0,9,0.6246875
3 series,2018,21990,semi-auto,8426,petrol,145,48.7,2.0,8,2.609779254687871
4 series,2018,21990,semi-auto,20611,diesel,145,60.1,2.0,8,1.0669060210567174
3 series,2019,30950,semi-auto,7586,petrol,145,41.5,2.0,7,4.079883996836277
x3,2020,45991,semi-auto,120,diesel,150,48.7,3.0,6,383.2583333333333
x2,2019,36981,semi-auto,4497,petrol,150,34.0,2.0,7,8.2234823215477
3 series,2014,14882,semi-auto,63820,diesel,165,49.6,3.0,12,0.233187088686932
3 series,2019,35990,automatic,6393,diesel,145,52.3,2.0,7,5.629594869388393
3 series,2019,29990,automatic,7337,diesel,145,52.3,2.0,7,4.087501703693608
1 series,2019,33990,automatic,9599,petrol,145,34.5,2.0,7,3.540993853526409
3 series,2019,32990,automatic,9892,diesel,145,48.7,2.0,7,3.3350181965224426
1 series,2019,31990,automatic,4920,petrol,145,34.5,2.0,7,6.502032520325203
3 series,2019,39390,automatic,8945,diesel,145,43.5,3.0,7,4.403577417551705
4 series,2019,30990,automatic,9897,diesel,145,53.3,3.0,7,3.131251894513489
4 series,2020,26990,semi-auto,7,petrol,145,48.7,2.0,6,3855.714285714286
3 series,2020,34990,semi-auto,4100,petrol,145,41.5,2.0,6,8.534146341463414
1 series,2017,16790,manual,15468,petrol,145,46.3,2.0,9,1.0854667701060254
3 series,2020,36990,semi-auto,2475,petrol,145,40.4,2.0,6,14.945454545454545
x5,2017,34990,automatic,27044,diesel,145,47.1,3.0,9,1.2938174826209141
1 series,2020,32995,semi-auto,5,diesel,145,48.7,2.0,6,6599.0
3 series,2014,13441,manual,38000,diesel,30,61.4,2.0,12,0.3537105263157895
3 series,2014,14522,semi-auto,67000,diesel,125,58.9,2.0,12,0.21674626865671642
2 series,2016,13522,manual,53207,diesel,20,68.9,1.5,10,0.2541394929238634
x3,2016,20931,semi-auto,38489,diesel,145,54.3,2.0,10,0.5438177141520955
2 series,2019,19870,manual,123,petrol,145,42.8,1.5,7,161.54471544715446
x3,2019,34882,semi-auto,6000,petrol,145,30.4,2.0,7,5.813666666666666
2 series,2017,14690,semi-auto,24997,diesel,20,68.9,2.0,9,0.5876705204624555
1 series,2015,10690,manual,61676,diesel,20,70.6,2.0,11,0.17332511836046435
3 series,2019,33990,semi-auto,9598,diesel,150,47.9,3.0,7,3.5413627839133155
1 series,2019,22890,manual,5463,petrol,150,41.5,1.5,7,4.1900054914881935
1 series,2019,22890,manual,5842,petrol,150,41.5,1.5,7,3.9181787059226294
1 series,2019,22890,manual,11506,petrol,150,41.5,1.5,7,1.9893968364331653
x5,2019,51990,semi-auto,9607,petrol,150,27.2,3.0,7,5.411678984074112
x1,2019,27490,semi-auto,5742,petrol,150,48.7,2.0,7,4.7875304771856495
x3,2019,38950,semi-auto,3290,diesel,150,54.3,2.0,7,11.838905775075988
1 series,2019,22500,manual,7781,petrol,150,41.5,1.5,7,2.891659169772523
3 series,2019,42995,automatic,1606,petrol,145,34.9,3.0,7,26.771481942714818
5 series,2020,30995,semi-auto,999,hybrid,145,49.6,2.0,6,31.026026026026027
x3,2020,35995,semi-auto,4373,diesel,145,54.3,2.0,6,8.231191401783672
4 series,2020,26750,semi-auto,2986,diesel,150,65.7,2.0,6,8.958472873409242
2 series,2020,27500,semi-auto,1086,petrol,150,42.2,1.5,6,25.322283609576427
x1,2019,26000,semi-auto,2400,diesel,150,60.1,2.0,7,10.833333333333334
1 series,2019,20750,manual,4619,petrol,150,44.1,1.5,7,4.492314353756225
3 series,2019,33250,semi-auto,8496,diesel,145,47.9,3.0,7,3.9136064030131825
2 series,2020,19500,automatic,5746,petrol,150,42.2,1.5,6,3.3936651583710407
1 series,2016,14250,manual,18372,petrol,125,52.3,1.5,10,0.7756368386675375
x3,2019,36500,semi-auto,7503,petrol,150,34.5,3.0,7,4.864720778355324
3 series,2015,12999,semi-auto,45191,diesel,125,58.9,2.0,11,0.28764577017547743
1 series,2017,13888,manual,40014,diesel,20,70.6,1.5,9,0.347078522517119
3 series,2019,32888,automatic,13136,petrol,145,42.2,2.0,7,2.5036540803897687
5 series,2019,34888,automatic,948,diesel,145,55.4,2.0,7,36.80168776371308
1 series,2019,28888,automatic,999,diesel,145,48.7,2.0,7,28.916916916916918
3 series,2019,29888,manual,2454,diesel,145,54.3,2.0,7,12.179299103504482
4 series,2019,29888,manual,999,petrol,145,46.3,2.0,7,29.91791791791792
2 series,2016,11495,manual,26883,petrol,125,52.3,1.5,10,0.4275936465424246
6 series,2016,22990,semi-auto,21654,diesel,200,49.6,3.0,10,1.061697607832271
1 series,2016,11725,manual,32000,diesel,20,72.4,1.5,10,0.36640625
x1,2017,21500,automatic,25100,diesel,145,57.6,2.0,9,0.8565737051792829
2 series,2016,10400,manual,72890,petrol,125,53.3,1.5,10,0.14268075181780765
3 series,2019,26450,semi-auto,2754,diesel,150,52.3,2.0,7,9.604212055192447
3 series,2019,27450,semi-auto,7491,petrol,150,41.5,2.0,7,3.6643972767320787
1 series,2019,25990,semi-auto,6596,diesel,150,51.4,2.0,7,3.940266828380837
x1,2015,17990,semi-auto,10258,diesel,30,65.7,2.0,11,1.7537531682589198
x1,2017,23990,semi-auto,1061,petrol,165,44.8,2.0,9,22.610744580584356
1 series,2017,15888,automatic,20890,diesel,145,68.9,2.0,9,0.7605552896122547
3 series,2020,31000,semi-auto,986,diesel,150,50.4,2.0,6,31.440162271805274
3 series,2020,35000,semi-auto,1986,petrol,145,40.4,2.0,6,17.623363544813696
1 series,2017,19000,semi-auto,42657,petrol,200,39.8,3.0,9,0.44541341397660406
x5,2019,51500,semi-auto,10,diesel,145,37.7,3.0,7,5150.0
4 series,2019,24750,semi-auto,4642,petrol,145,45.6,2.0,7,5.331753554502369
2 series,2017,16250,semi-auto,23374,diesel,150,65.7,2.0,9,0.6952169076751946
3 series,2018,17995,semi-auto,40456,diesel,145,64.2,2.0,8,0.44480423175795925
3 series,2019,25888,automatic,2258,diesel,145,62.8,2.0,7,11.465013286093889
x5,2019,47995,automatic,999,diesel,145,37.7,3.0,7,48.04304304304304
1 series,2019,17888,automatic,999,petrol,145,55.5,1.5,7,17.905905905905907
4 series,2019,28888,automatic,3419,diesel,145,60.1,2.0,7,8.449254167885346
4 series,2014,15888,manual,38000,diesel,125,57.6,2.0,12,0.41810526315789476
3 series,2018,24888,semi-auto,7298,diesel,145,51.4,3.0,8,3.4102493833927103
x6,2020,56000,automatic,7486,diesel,145,34.9,3.0,6,7.480630510285867
x2,2020,33000,semi-auto,3986,petrol,145,34.0,2.0,6,8.278976417461115
3 series,2020,34000,semi-auto,4986,diesel,145,47.9,3.0,6,6.81909346169274
2 series,2020,34000,semi-auto,2986,petrol,145,36.2,2.0,6,11.386470194239786
x1,2020,26750,automatic,1000,diesel,145,47.9,2.0,6,26.75
m2,2019,46000,manual,4534,petrol,145,28.5,3.0,7,10.145566828407587
5 series,2017,25000,automatic,18677,diesel,145,60.1,3.0,9,1.3385447341650158
x1,2019,22750,manual,10879,petrol,145,39.8,1.5,7,2.0911848515488556
x1,2016,20500,semi-auto,19010,diesel,125,57.6,2.0,10,1.0783798001052078
3 series,2019,26000,semi-auto,4315,petrol,145,42.2,2.0,7,6.025492468134415
x1,2017,20000,semi-auto,24150,diesel,145,57.6,2.0,9,0.8281573498964804
3 series,2019,26000,semi-auto,5358,diesel,145,52.3,2.0,7,4.852556924225457
3 series,2017,16500,semi-auto,38620,diesel,150,64.2,2.0,9,0.42723977213878817
x3,2019,32250,semi-auto,4386,diesel,150,54.3,2.0,7,7.352941176470588
5 series,2015,13686,automatic,77715,diesel,160,52.3,3.0,11,0.17610499903493534
2 series,2018,20952,semi-auto,42912,petrol,150,47.9,2.0,8,0.48825503355704697
4 series,2014,18062,semi-auto,49745,diesel,165,50.4,3.0,12,0.36309176801688614
x1,2018,19921,semi-auto,25059,diesel,150,60.1,2.0,8,0.7949638852308551
1 series,2019,20750,manual,5692,petrol,145,44.1,1.5,7,3.645467322557976
x1,2019,23000,manual,8561,petrol,145,39.8,1.5,7,2.686602032472842
5 series,2019,36500,semi-auto,1475,petrol,150,39.2,3.0,7,24.74576271186441
1 series,2019,20750,manual,5225,petrol,150,44.1,1.5,7,3.971291866028708
1 series,2019,20750,manual,6860,petrol,150,44.1,1.5,7,3.0247813411078717
1 series,2020,27840,semi-auto,150,diesel,145,51.4,2.0,6,185.6
4 series,2019,32440,manual,3792,diesel,145,62.8,2.0,7,8.554852320675106
2 series,2020,36840,semi-auto,2422,petrol,145,36.2,2.0,6,15.210569777043766
4 series,2020,39250,semi-auto,151,diesel,150,47.9,3.0,6,259.9337748344371
1 series,2013,10991,semi-auto,46439,petrol,150,48.7,1.6,13,0.23667606968280971
4 series,2017,19350,automatic,18399,diesel,30,64.2,2.0,9,1.051687591716941
x2,2018,22111,semi-auto,16708,petrol,150,38.7,2.0,8,1.3233780225041896
3 series,2019,29464,semi-auto,4251,petrol,145,42.2,2.0,7,6.9310750411667845
x2,2019,32130,semi-auto,11571,petrol,145,34.0,2.0,7,2.7767695099818512
1 series,2019,30420,semi-auto,10159,petrol,145,34.5,2.0,7,2.9943892115365687
x3,2019,55610,automatic,3367,petrol,145,24.8,3.0,7,16.516186516186515
3 series,2017,16995,manual,28700,petrol,150,47.9,2.0,9,0.5921602787456446
1 series,2017,14500,manual,13681,diesel,150,65.7,2.0,9,1.0598640450259484
2 series,2019,19495,manual,4824,petrol,150,52.3,1.5,7,4.041252072968491
2 series,2019,19495,manual,7937,petrol,150,54.3,1.5,7,2.456217714501701
x1,2017,20722,semi-auto,22636,petrol,160,44.8,2.0,9,0.9154444248100371
2 series,2019,28630,semi-auto,2564,diesel,145,67.3,2.0,7,11.166146645865835
x1,2019,25730,semi-auto,4495,petrol,145,38.2,2.0,7,5.724137931034483
